Найден на шаге: 96
Энергетическая функция: 0.8549
(0, 0, 0)	(11, 11, 11)	XYZ
(11, 0, 0)	(12, 9, 12)	XYZ
(0, 0, 11)	(11, 10, 9)	XYZ
(0, 11, 0)	(9, 11, 9)	YXZ
(11, 0, 12)	(12, 9, 8)	XYZ
(0, 0, 20)	(11, 8, 9)	ZXY
(0, 11, 9)	(8, 9, 8)	YZX
(0, 11, 17)	(8, 9, 8)	XYZ
(0, 22, 0)	(9, 8, 8)	XYZ
(0, 22, 8)	(9, 7, 9)	XYZ
(11, 9, 0)	(7, 9, 9)	XYZ
(11, 0, 20)	(7, 9, 9)	XYZ
(0, 22, 17)	(9, 7, 9)	ZXY
(-1, -1, -1)	(8, 8, 8)	XYZ
(-1, -1, -1)	(8, 8, 8)	ZYX
(-1, -1, -1)	(8, 7, 9)	XYZ
(11, 9, 9)	(7, 9, 8)	ZXY
(11, 18, 0)	(7, 8, 9)	XYZ
(-1, -1, -1)	(8, 9, 7)	XYZ
(11, 9, 17)	(7, 8, 9)	XYZ
(11, 18, 9)	(7, 8, 9)	ZYX
(-1, -1, -1)	(9, 7, 8)	XYZ
(-1, -1, -1)	(8, 8, 7)	XYZ
(-1, -1, -1)	(8, 7, 8)	XYZ
(-1, -1, -1)	(8, 7, 8)	XYZ
(-1, -1, -1)	(8, 7, 8)	XYZ
(-1, -1, -1)	(8, 8, 7)	XYZ
(11, 18, 18)	(7, 8, 8)	ZYX
(23, 0, 0)	(7, 7, 9)	XYZ
(23, 0, 9)	(7, 7, 9)	XYZ
(23, 7, 0)	(7, 7, 9)	XYZ
(23, 0, 18)	(7, 7, 9)	YZX
(-1, -1, -1)	(9, 7, 7)	XYZ
(23, 14, 0)	(7, 9, 7)	XZY
(23, 7, 9)	(7, 7, 9)	XYZ
(23, 7, 18)	(7, 7, 9)	YXZ
(23, 14, 7)	(7, 9, 7)	XYZ
(23, 14, 14)	(7, 8, 7)	XZY
(23, 23, 0)	(7, 7, 7)	XYZ
(23, 23, 7)	(6, 6, 6)	XYZ
(23, 14, 21)	(6, 5, 6)	ZXY
(0, 11, 25)	(6, 6, 5)	XYZ
(18, 9, 0)	(5, 5, 6)	XYZ
(18, 0, 20)	(5, 6, 5)	ZYX
(18, 9, 6)	(5, 5, 6)	XYZ
(18, 14, 0)	(5, 5, 6)	XYZ
(18, 0, 25)	(5, 6, 5)	XYZ
(0, 22, 26)	(6, 6, 4)	XZY
(18, 9, 12)	(5, 5, 5)	ZXY
(11, 26, 0)	(6, 4, 5)	ZXY
(18, 14, 6)	(4, 5, 6)	XYZ
(18, 19, 0)	(3, 6, 6)	XYZ
(18, 9, 17)	(4, 5, 5)	XYZ
(11, 26, 5)	(5, 4, 5)	XYZ
(11, 9, 26)	(5, 5, 4)	XYZ
(11, 18, 26)	(5, 5, 4)	XYZ
(23, 23, 13)	(5, 5, 4)	XYZ
(11, 26, 10)	(5, 4, 5)	XYZ
(23, 23, 17)	(5, 5, 4)	XYZ
(18, 14, 12)	(4, 5, 5)	ZXY
(23, 23, 21)	(5, 5, 4)	YZX
(11, 26, 15)	(5, 4, 5)	XYZ
(18, 9, 22)	(4, 4, 6)	XYZ
(18, 19, 6)	(3, 6, 5)	YXZ
(23, 0, 27)	(5, 6, 3)	XYZ
(0, 17, 25)	(6, 3, 5)	XYZ
(18, 25, 0)	(3, 5, 6)	XYZ
(23, 7, 27)	(6, 5, 3)	XYZ
(23, 19, 21)	(6, 3, 5)	XYZ
(11, 26, 20)	(5, 4, 4)	ZXY
(11, 26, 24)	(5, 4, 4)	ZXY
(18, 14, 17)	(4, 4, 5)	XYZ
(23, 23, 25)	(5, 4, 4)	XYZ
(-1, -1, -1)	(4, 5, 4)	YXZ
(-1, -1, -1)	(5, 4, 4)	XYZ
(18, 14, 22)	(4, 4, 5)	XYZ
(-1, -1, -1)	(4, 5, 4)	XYZ
(-1, -1, -1)	(5, 4, 4)	YZX
(-1, -1, -1)	(4, 4, 5)	ZYX
(-1, -1, -1)	(5, 4, 4)	YXZ
(-1, -1, -1)	(4, 4, 5)	XYZ
(18, 19, 11)	(3, 5, 5)	YXZ
(18, 6, 20)	(5, 3, 5)	ZYX
(18, 6, 25)	(5, 3, 5)	XYZ
(18, 25, 6)	(3, 5, 5)	XYZ
(-1, -1, -1)	(5, 3, 5)	XYZ
(23, 14, 27)	(5, 5, 3)	XYZ
(-1, -1, -1)	(5, 5, 3)	XYZ
(18, 19, 16)	(3, 5, 5)	YXZ
(18, 25, 11)	(3, 5, 5)	XYZ
(-1, -1, -1)	(5, 5, 3)	XYZ
(18, 19, 21)	(3, 5, 5)	XYZ
(-1, -1, -1)	(5, 5, 3)	XYZ
(-1, -1, -1)	(5, 5, 3)	ZYX
(18, 25, 16)	(3, 5, 5)	XYZ
