0,0,0,354,386,372
354,0,0,390,276,358
0,0,372,248,375,379
0,386,0,323,365,280
0,386,280,306,365,295
354,0,358,368,263,339
354,276,0,367,266,318
354,542,0,334,286,276
0,386,575,283,304,305
354,542,276,285,286,289
744,0,0,268,322,262
0,751,0,306,239,306
354,542,565,268,268,302
744,0,262,240,304,293
354,0,697,265,254,307
744,322,0,251,306,261
744,0,555,232,290,293
0,751,306,286,238,274
354,276,318,289,250,253
0,751,580,275,218,304
354,276,571,289,236,263
0,0,751,234,285,254
744,322,261,239,290,234
744,628,0,240,249,269
744,322,495,238,277,243
744,322,738,222,251,279
744,628,269,226,246,278
744,628,547,226,223,303
354,828,0,178,154,182
354,276,834,182,153,179
744,0,848,159,180,167
744,628,850,167,166,163
532,828,0,151,183,159
532,828,159,142,165,184
354,542,867,150,182,155
354,828,182,152,153,170
0,386,880,174,176,127
744,877,0,168,133,168
744,877,168,158,129,181
354,828,352,147,147,163
532,828,343,132,163,162
0,751,884,176,143,129
354,828,515,137,126,183
532,828,505,119,158,166
504,542,867,114,183,144
174,386,880,109,178,139
248,0,372,105,170,148
744,877,349,155,129,132
248,170,372,88,172,168
248,0,520,97,165,158
619,0,697,85,184,154
248,0,678,90,165,161
532,828,671,118,145,138
0,562,880,140,121,139
248,170,540,84,165,166
744,877,481,148,123,126
248,0,839,84,158,169
536,276,834,100,122,183
354,828,698,121,110,166
744,877,607,132,112,149
532,828,809,108,129,154
176,751,884,98,170,128
744,180,848,127,93,161
0,285,751,143,81,163
354,429,834,140,75,177
174,564,880,104,126,139
744,877,756,112,91,162
0,690,575,159,56,178
0,894,884,160,70,134
248,170,706,69,154,136
643,276,318,76,126,145
619,0,851,82,130,128
143,285,751,86,86,182
536,398,834,100,112,120
903,0,848,63,167,121
643,276,463,57,119,184
248,170,842,63,122,160
354,724,867,127,64,151
643,402,318,70,107,163
912,877,0,62,111,162
0,285,914,141,72,101
354,828,864,115,101,85
504,725,867,89,77,142
911,628,850,58,166,98
643,276,647,56,92,179
643,402,481,62,88,161
643,276,826,56,87,176
159,690,575,101,54,157
619,184,697,71,78,146
0,690,753,92,55,151
744,877,918,104,69,101
159,690,732,96,54,129
619,184,843,60,63,168
354,828,949,94,85,72
903,167,848,59,92,105
643,402,642,53,75,134
912,877,162,62,95,90
143,285,933,75,81,86
532,828,963,79,116,56
0,690,904,83,52,116
744,794,850,57,57,151
912,877,252,58,57,147
536,398,954,67,91,68
903,0,969,53,150,52
92,690,753,60,54,94
159,690,861,52,54,103
