0,0,0,386,354,372
386,0,0,390,276,358
0,354,0,379,375,248
0,354,248,323,365,280
0,354,528,306,365,295
0,0,372,368,263,339
386,276,0,367,318,266
0,729,0,334,286,276
0,729,276,305,283,304
386,276,266,288,306,294
386,594,0,286,289,285
0,0,711,306,239,306
0,729,580,268,268,302
386,0,358,307,254,265
386,276,560,251,306,261
776,0,0,232,290,293
386,594,285,238,274,286
386,0,623,251,254,287
776,0,293,226,278,246
386,594,571,235,217,300
776,290,0,226,223,303
776,513,0,214,307,232
776,513,232,214,295,222
776,513,454,211,283,222
776,0,539,215,212,281
776,290,303,211,205,212
0,354,823,154,182,178
386,276,821,179,182,153
776,0,820,167,180,159
776,290,515,166,167,163
154,354,823,151,159,183
776,820,0,184,142,165
0,536,823,150,155,182
776,290,678,153,152,170
386,883,0,174,127,176
0,729,882,161,179,133
154,513,823,120,181,176
386,594,871,168,168,133
776,513,676,129,181,158
776,820,165,174,134,155
386,883,176,174,125,163
776,820,320,163,132,162
776,290,848,141,147,166
776,513,834,129,176,143
386,458,821,166,119,158
386,0,910,183,144,114
386,883,339,139,109,178
776,820,482,155,132,129
161,729,882,107,178,136
0,263,372,172,88,168
776,820,611,146,130,122
172,263,372,166,84,165
776,820,733,126,123,148
386,883,517,122,100,183
0,263,540,138,88,161
560,883,0,93,127,161
172,263,537,163,81,143
172,263,680,140,75,177
386,144,910,171,107,100
776,212,539,167,59,168
0,263,701,126,81,161
560,883,161,92,119,148
693,0,358,82,117,168
0,908,882,142,79,142
386,811,571,175,56,157
776,962,0,184,52,159
693,117,358,70,134,160
386,883,700,111,74,176
674,276,266,69,136,154
693,0,526,75,117,163
672,594,0,76,145,126
674,412,266,69,146,137
560,883,309,86,86,182
306,0,711,55,176,139
776,694,676,112,100,120
161,907,882,107,90,136
693,0,689,74,97,181
693,117,518,63,121,167
672,739,0,63,160,122
674,276,420,64,127,151
565,276,821,71,172,100
672,739,122,62,160,122
776,820,881,124,115,83
672,739,244,62,148,124
776,694,796,111,95,101
672,594,126,72,141,101
905,513,676,77,89,142
674,412,403,65,96,155
674,276,571,64,116,128
776,694,897,105,94,96
693,117,685,58,98,166
905,602,676,75,160,78
323,354,248,56,179,92
172,263,857,131,73,96
0,263,862,111,76,107
323,354,340,56,87,176
306,0,850,54,157,101
386,883,876,96,69,126
693,0,870,71,78,146
569,0,910,59,134,102
386,811,728,96,54,129
672,594,227,71,108,85
565,276,921,63,168,60
560,883,491,72,81,105
554,594,871,62,171,57
569,134,910,59,105,92
565,448,821,60,131,70
905,602,754,75,134,53
672,899,0,62,90,95
323,533,248,54,185,53
637,0,623,55,111,86
776,820,964,116,79,56
306,176,711,52,83,116
776,212,707,151,57,57
672,739,368,58,147,57
172,263,953,111,69,57
674,276,699,64,64,104
776,212,764,150,52,53
693,117,851,58,79,86
905,513,818,74,64,79
672,594,312,66,56,99
674,412,558,60,94,54
306,176,827,52,54,103
482,811,728,75,56,65
