0,0,0,58,48,58
0,48,0,50,53,47
0,0,58,46,47,57
0,48,47,48,53,47
0,101,0,44,53,47
0,48,94,47,43,49
58,0,0,46,48,43
104,0,0,48,43,44
104,0,44,48,42,45
0,0,115,46,47,41
104,43,0,48,45,41
58,0,43,46,45,42
104,43,41,47,45,41
0,101,47,41,42,47
58,48,0,40,48,42
58,0,85,40,43,45
104,0,89,46,42,40
104,88,0,42,39,47
58,48,42,33,48,48
58,96,0,39,47,40
104,43,82,45,41,39
0,101,94,37,39,47
58,96,40,36,46,40
104,88,47,42,35,45
104,43,121,45,38,37
58,96,80,34,40,44
104,88,92,36,35,47
104,127,0,40,33,44
104,127,44,37,33,45
58,0,130,27,27,27
58,48,90,23,29,29
58,96,124,29,26,25
58,48,119,22,29,29
104,0,129,28,28,23
104,127,89,26,23,29
104,127,118,25,22,28
104,88,139,26,28,20
58,143,0,28,17,27
0,48,143,27,29,16
132,0,129,16,29,27
0,101,141,25,29,17
58,77,90,23,17,28
58,27,130,26,16,26
58,143,27,25,15,28
27,48,143,20,28,16
58,122,124,26,14,24
58,143,55,24,13,27
46,0,58,12,25,27
104,28,129,26,14,22
58,77,118,23,13,25
85,0,130,13,26,21
81,48,90,10,27,25
0,143,47,29,11,21
0,143,68,25,11,24
58,143,82,18,13,28
0,143,92,22,11,27
58,96,149,24,24,11
104,127,146,21,21,14
0,91,94,27,9,25
0,91,119,25,9,26
46,0,85,12,21,23
85,26,130,13,15,29
46,25,58,12,17,27
58,48,148,20,22,12
0,143,119,21,10,25
81,48,115,9,22,26
0,77,143,26,11,17
46,0,108,9,20,27
46,25,85,11,15,27
27,76,143,18,15,16
86,143,0,11,17,23
58,77,143,20,13,16
86,143,23,11,17,22
58,143,110,18,13,17
58,122,148,25,13,12
25,101,141,12,15,19
46,25,112,10,12,28
81,75,90,10,15,22
104,150,89,26,9,14
58,143,127,13,12,21
27,91,94,16,10,20
29,143,47,11,10,29
81,75,112,10,13,24
132,29,129,16,12,16
132,29,145,16,12,15
25,116,141,10,16,18
130,88,139,10,19,15
27,91,114,12,9,26
0,130,141,18,10,15
130,127,89,11,27,9
130,127,98,10,26,10
130,127,108,9,25,11
0,143,144,19,10,12
29,143,76,11,10,20
85,0,151,12,20,9
86,143,45,11,14,14
0,91,145,25,9,9
46,0,135,9,10,22
81,75,136,10,13,14
81,48,141,9,14,14
29,143,96,11,10,15
46,25,140,10,11,15
58,143,148,12,11,12
86,143,59,11,12,9
29,143,111,11,10,9
81,75,150,9,12,9
