0	0.865	0.865	40	0
1	0.865	0.865	22	1
2	0.865	0.865	16	4
3	0.865	0.865	4	1
4	0.865	0.865	19	2
5	0.865	0.865	13	2
6	0.865	0.865	34	1
7	0.865	0.865	25	0
8	0.865	0.865	50	1
9	0.865	0.865	48	3
10	0.865	0.865	9	1
11	0.865	0.865	34	2
12	0.865	0.865	25	3
13	0.865	0.862	18	5
14	0.865	0.865	34	0
15	0.865	0.865	5	2
16	0.865	0.843	38	3
17	0.865	0.865	1	0
18	0.865	0.865	5	1
19	0.865	0.865	26	0
20	0.865	0.865	6	2
21	0.865	0.865	2	4
22	0.865	0.865	12	2
23	0.865	0.865	41	1
24	0.865	0.865	8	1
25	0.865	0.865	51	4
26	0.865	0.865	12	3
27	0.865	0.727	3	3
28	0.865	0.865	24	5
29	0.865	0.865	43	4
30	0.865	0.865	19	1
31	0.865	0.865	30	1
32	0.895	0.895	14	5
33	0.895	0.895	34	0
34	0.895	0.865	14	2
35	0.895	0.818	3	4
36	0.895	0.873	38	5
37	0.895	0.895	26	4
38	0.895	0.895	7	5
39	0.895	0.895	10	0
40	0.895	0.895	37	0
41	0.895	0.895	37	2
42	0.895	0.712	3	2
43	0.895	0.895	9	1
44	0.895	0.895	25	2
45	0.895	0.895	33	0
46	0.895	0.895	22	4
47	0.895	0.895	35	5
48	0.895	0.895	46	4
49	0.895	0.895	28	2
50	0.895	0.895	39	4
51	0.895	0.895	47	4
52	0.895	0.895	12	1
53	0.895	0.895	2	2
54	0.895	0.895	2	2
55	0.895	0.895	22	3
56	0.895	0.895	41	4
57	0.895	0.895	2	1
58	0.895	0.895	23	1
59	0.895	0.895	12	5
60	0.895	0.883	33	2
61	0.895	0.883	33	4
62	0.895	0.873	38	5
63	0.895	0.895	14	0
64	0.895	0.895	8	3
65	0.895	0.895	43	2
66	0.895	0.895	15	4
67	0.895	0.895	15	0
68	0.895	0.895	13	5
69	0.895	0.895	5	4
70	0.895	0.871	15	4
71	0.895	0.895	7	0
72	0.895	0.895	1	0
73	0.895	0.895	15	3
74	0.895	0.895	34	2
75	0.895	0.895	25	3
76	0.895	0.895	24	3
77	0.895	0.895	39	1
78	0.895	0.895	1	0
79	0.895	0.895	2	1
80	0.895	0.895	0	0
81	0.895	0.895	10	2
82	0.895	0.895	27	0
83	0.895	0.895	16	0
84	0.895	0.895	25	5
85	0.895	0.895	50	3
86	0.895	0.895	7	2
87	0.895	0.895	34	5
88	0.895	0.895	17	3
89	0.895	0.895	41	4
90	0.895	0.895	34	3
91	0.895	0.895	17	4
92	0.895	0.845	3	1
93	0.895	0.895	49	4
94	0.895	0.895	2	0
95	0.895	0.895	1	0
96	0.895	0.895	45	4
97	0.895	0.895	40	1
98	0.895	0.895	31	3
