0,0,0,122,100,183
122,0,0,163,143,81
285,0,0,274,238,286
0,100,0,117,178,164
0,0,183,119,93,169
285,0,286,173,114,140
0,100,164,70,134,160
285,238,0,251,254,287
122,143,0,161,165,90
559,0,0,286,276,334
0,278,0,104,101,69
0,379,0,69,146,137
559,0,334,277,236,257
122,308,0,129,181,158
559,276,0,278,217,262
0,100,324,59,105,92
285,0,426,172,88,168
0,0,352,60,70,131
285,238,287,169,158,84
559,493,0,277,238,243
122,0,81,118,138,145
285,492,0,251,269,217
122,143,90,161,94,111
122,143,201,155,65,96
285,492,217,183,114,144
122,308,158,92,173,90
0,278,69,103,76,118
285,761,0,235,234,234
122,237,90,151,57,57
122,489,0,122,151,135
122,0,226,81,86,75
285,114,286,158,78,135
285,761,234,235,217,300
285,606,217,175,148,115
122,489,135,112,149,132
285,492,361,172,100,71
285,761,534,167,180,159
122,640,0,120,164,75
559,0,591,184,107,116
559,731,0,263,289,236
285,238,371,166,102,92
122,308,248,92,119,148
122,308,396,85,99,99
122,489,267,83,122,99
559,276,262,183,159,151
285,0,594,166,84,165
285,761,693,157,167,112
285,238,463,154,99,161
285,492,432,156,100,145
285,396,287,130,82,128
559,493,243,125,174,163
559,731,236,251,222,279
122,640,75,91,115,72
122,804,0,105,164,108
559,0,707,182,63,67
559,107,591,180,91,97
285,114,421,140,75,177
559,731,515,176,174,127
285,606,332,109,139,178
122,804,108,91,162,112
60,0,352,54,53,185
458,0,286,93,135,99
122,804,220,76,145,126
0,525,0,62,162,111
122,489,366,75,117,163
285,761,805,127,130,132
0,278,187,99,56,66
122,640,147,90,89,75
684,493,243,133,179,161
458,0,385,88,121,81
458,135,286,91,67,68
559,276,413,173,154,82
0,100,416,59,102,134
122,143,297,119,59,59
559,731,642,158,160,114
559,276,495,165,102,151
559,107,688,177,72,94
559,731,756,145,112,73
845,0,0,168,168,133
0,525,111,62,160,122
285,0,759,126,81,161
559,0,774,161,61,144
454,238,287,81,114,153
122,237,147,116,56,79
743,0,591,89,142,77
845,168,0,132,180,90
122,308,495,78,90,101
845,0,133,163,167,166
684,493,404,126,123,148
122,0,301,71,78,146
285,238,624,147,57,58
845,0,299,153,152,170
285,396,415,111,76,107
0,379,137,65,56,75
559,493,406,121,121,173
285,492,577,128,89,168
285,0,920,104,81,98
559,276,646,158,100,116
845,168,90,110,146,122
285,114,598,128,64,116
285,340,371,151,55,92
559,435,262,175,56,157
845,348,0,121,139,140
122,640,222,86,79,58
845,0,469,147,104,117
0,687,0,60,94,54
122,489,529,73,96,131
468,492,217,63,160,122
285,340,463,150,52,53
559,276,762,139,87,77
845,487,0,120,177,117
0,435,137,62,90,95
285,606,510,100,112,120
742,276,262,74,176,111
0,525,233,62,124,148
0,781,0,54,103,52
458,0,466,77,94,82
0,0,483,57,69,111
454,238,440,80,106,104
122,0,447,64,64,104
559,493,579,107,90,136
458,135,354,88,62,161
845,664,0,120,181,176
743,0,668,82,117,168
845,664,176,107,178,136
122,804,346,64,127,151
559,107,782,141,72,101
122,640,280,79,74,64
122,308,596,67,80,101
285,396,522,85,71,108
454,352,287,80,74,154
845,168,212,93,127,161
845,487,117,100,163,152
452,761,534,63,168,60
285,761,937,111,115,64
845,845,0,119,140,55
285,492,745,105,72,81
285,606,630,94,72,85
122,308,697,65,76,99
742,276,373,69,154,136
845,348,140,120,135,125
684,493,552,111,95,101
559,731,829,85,101,115
845,487,269,97,158,165
845,168,373,82,118,94
468,492,339,54,157,101
845,348,265,96,129,54
742,276,509,69,140,79
743,0,836,69,110,180
285,114,714,91,62,132
559,493,715,101,89,84
845,845,55,114,111,162
0,278,253,86,55,111
845,664,312,103,136,116
684,493,653,105,94,96
0,100,550,53,75,134
559,276,839,97,74,181
559,953,236,179,56,92
845,0,586,138,88,161
285,492,826,96,69,126
122,489,660,66,83,167
735,731,515,52,184,159
845,0,747,116,83,52
559,107,883,117,67,113
122,143,356,119,57,184
559,493,799,97,69,64
