0	0.2547	0.2547	148	0
1	0.2547	0.2547	236	0
2	0.2547	0.2547	201	4
3	0.2547	0.2547	221	5
4	0.2547	0.2547	93	4
5	0.2547	0.2547	62	0
6	0.2547	0.2547	15	0
7	0.2547	0.2547	241	4
8	0.2547	0.2547	31	0
9	0.2547	0.2547	164	3
10	0.2547	0.2547	98	5
11	0.2547	0.2547	30	1
12	0.2547	0.2547	75	0
13	0.2547	0.2505	59	2
14	0.2547	0.2445	68	5
15	0.2547	0.2491	67	2
16	0.2547	0.2539	34	5
17	0.2547	0.2539	140	0
18	0.2547	0.2393	62	1
19	0.2547	0.2546	198	2
20	0.2547	0.2546	144	3
21	0.2547	0.254	234	2
22	0.2547	0.254	185	1
23	0.2547	0.254	194	1
24	0.2714	0.2714	1	1
25	0.2714	0.2562	61	1
26	0.2714	0.2705	190	3
27	0.2714	0.2668	76	4
28	0.2714	0.2668	230	4
29	0.2714	0.2676	190	4
30	0.2714	0.2676	145	2
31	0.2714	0.2676	173	3
32	0.2714	0.2668	121	5
33	0.2714	0.2668	218	0
34	0.2714	0.2668	149	5
35	0.2714	0.2668	106	5
36	0.2714	0.2668	86	1
37	0.2714	0.2544	14	5
38	0.2714	0.2659	226	3
39	0.2714	0.2659	116	0
40	0.2714	0.2586	86	5
41	0.2714	0.2659	95	0
42	0.2714	0.2659	149	0
43	0.2714	0.2659	161	3
44	0.2714	0.2659	163	4
45	0.2714	0.2551	27	3
46	0.2714	0.2659	106	0
47	0.2714	0.2659	194	0
48	0.2714	0.2659	211	2
49	0.284	0.284	2	5
50	0.284	0.2805	79	4
51	0.284	0.2805	161	0
52	0.284	0.2805	202	1
53	0.284	0.2805	214	2
54	0.284	0.2805	137	2
55	0.284	0.2805	212	1
56	0.284	0.2735	67	3
57	0.284	0.2792	85	3
58	0.284	0.2813	28	3
59	0.284	0.2827	233	2
60	0.284	0.2806	49	2
61	0.284	0.2809	111	4
62	0.284	0.2809	205	5
63	0.284	0.2832	127	1
64	0.284	0.2832	130	5
65	0.284	0.2583	0	3
66	0.284	0.2832	154	3
67	0.284	0.2832	196	4
68	0.284	0.2832	86	1
69	0.284	0.2832	55	1
70	0.284	0.2817	52	1
71	0.284	0.2817	244	1
72	0.284	0.2817	239	4
73	0.284	0.2776	61	4
74	0.284	0.2776	191	1
75	0.284	0.2788	241	1
76	0.284	0.2805	117	3
77	0.284	0.2805	176	5
78	0.284	0.2805	56	5
79	0.284	0.278	62	5
80	0.284	0.2793	199	3
81	0.284	0.2793	235	3
82	0.284	0.2775	112	2
83	0.284	0.2775	170	4
84	0.284	0.2775	216	4
85	0.284	0.2772	59	4
86	0.284	0.2772	109	3
87	0.284	0.2772	52	0
88	0.284	0.2772	91	1
89	0.284	0.2772	208	0
90	0.284	0.2772	166	4
91	0.284	0.2772	118	1
92	0.3495	0.3495	3	4
93	0.3495	0.3495	7	0
94	0.3495	0.3495	214	4
95	0.3495	0.3495	110	2
96	0.3527	0.3527	14	1
97	0.3527	0.3515	122	3
98	0.3527	0.3523	60	2
99	0.3527	0.3524	187	3
100	0.3527	0.338	32	3
101	0.3527	0.3524	227	0
102	0.3527	0.3524	237	0
103	0.3527	0.3524	186	4
104	0.3527	0.3455	95	4
105	0.3527	0.3477	151	5
106	0.3527	0.3524	5	1
107	0.3527	0.3524	59	0
108	0.3527	0.3486	35	3
109	0.3527	0.3494	139	3
110	0.3527	0.3523	79	3
111	0.3527	0.3523	211	0
112	0.3527	0.3523	57	4
113	0.3527	0.3523	186	0
114	0.3527	0.3499	38	3
115	0.3527	0.3499	193	5
116	0.3527	0.3499	124	1
117	0.3527	0.3499	220	0
118	0.3527	0.3517	206	2
119	0.3527	0.3459	95	5
120	0.3527	0.3504	17	1
121	0.3527	0.3511	161	1
122	0.3527	0.3481	51	2
123	0.3527	0.3477	117	4
124	0.3527	0.3517	21	2
125	0.3534	0.3534	112	3
126	0.3534	0.3534	212	0
127	0.3534	0.3534	72	2
128	0.3534	0.3534	173	5
129	0.3534	0.3534	215	1
130	0.3534	0.3534	103	3
131	0.3534	0.3534	167	4
132	0.3534	0.3534	229	3
133	0.3534	0.3534	120	4
134	0.3534	0.3534	89	0
135	0.3534	0.3509	59	4
136	0.3534	0.3509	57	4
137	0.3534	0.3509	140	0
138	0.3534	0.2535	2	4
139	0.3534	0.3509	210	4
140	0.3534	0.3509	69	5
141	0.3534	0.3309	8	4
142	0.3534	0.3509	42	0
143	0.3534	0.3509	26	2
144	0.3534	0.3509	234	2
145	0.3534	0.3496	107	5
146	0.3534	0.3496	129	1
147	0.3534	0.3496	109	2
148	0.3534	0.3473	134	5
149	0.3534	0.3442	62	3
150	0.3534	0.3442	244	4
151	0.3534	0.3442	114	5
152	0.3534	0.3287	47	4
153	0.3534	0.3442	100	0
154	0.3534	0.3442	138	1
155	0.3534	0.3442	116	0
156	0.3534	0.3442	4	0
157	0.3534	0.3451	231	2
158	0.3534	0.3451	148	5
159	0.3534	0.3451	148	4
160	0.3534	0.3451	135	0
161	0.3534	0.3451	213	5
162	0.3534	0.3451	170	1
163	0.3534	0.3451	60	0
164	0.3534	0.3451	66	0
165	0.3534	0.3451	143	0
166	0.3534	0.3429	106	1
167	0.3534	0.3429	196	3
168	0.3534	0.3429	117	0
169	0.3534	0.3429	133	2
170	0.3534	0.3429	184	5
171	0.3534	0.3416	206	4
172	0.3534	0.3411	235	2
173	0.3534	0.3411	237	2
174	0.3534	0.3369	63	5
175	0.3534	0.3416	212	3
176	0.3534	0.3416	72	2
177	0.3534	0.3379	4	5
178	0.3534	0.3379	205	3
179	0.3534	0.3347	72	5
180	0.3534	0.3347	111	2
181	0.3534	0.3347	220	2
182	0.3534	0.3347	150	2
183	0.3534	0.3347	146	4
184	0.3534	0.3347	77	1
185	0.3534	0.3479	2	3
186	0.3534	0.3479	101	0
187	0.3684	0.3684	9	3
188	0.3684	0.3684	69	0
189	0.3684	0.354	1	1
190	0.3684	0.3659	80	4
191	0.3684	0.3668	198	1
192	0.3684	0.3678	66	5
193	0.3684	0.3678	208	5
194	0.3684	0.3668	66	5
195	0.3684	0.3668	194	5
196	0.3684	0.3668	193	3
197	0.3684	0.3559	8	2
198	0.3684	0.3668	18	2
199	0.3742	0.3742	40	3
200	0.3742	0.3742	207	1
201	0.3778	0.3778	28	5
202	0.3778	0.3778	236	1
203	0.3778	0.3778	46	1
204	0.3778	0.3778	110	2
205	0.3778	0.3778	150	4
206	0.3778	0.3778	126	0
207	0.3778	0.3778	148	3
208	0.3807	0.3807	139	3
209	0.3807	0.3807	42	3
210	0.3807	0.3756	126	3
211	0.3807	0.3807	116	2
212	0.3807	0.3807	136	0
213	0.3807	0.3807	189	4
214	0.3807	0.3525	19	3
215	0.3807	0.3807	126	5
216	0.3807	0.3807	232	2
217	0.3807	0.3807	109	0
218	0.3807	0.3807	176	5
219	0.3832	0.3832	90	5
220	0.3832	0.3832	198	3
221	0.3832	0.3825	127	4
222	0.3832	0.3825	77	0
223	0.3832	0.3825	114	4
224	0.3834	0.3834	5	2
225	0.3839	0.3839	206	2
226	0.387	0.387	53	3
227	0.387	0.386	24	1
228	0.387	0.3865	187	4
229	0.387	0.3865	96	5
230	0.387	0.3804	139	2
231	0.387	0.3865	23	4
232	0.3873	0.3873	231	4
233	0.3873	0.3873	200	0
234	0.3873	0.3854	145	2
235	0.3873	0.3854	229	4
236	0.3873	0.3849	53	1
237	0.3873	0.3835	206	5
238	0.3873	0.3835	31	3
239	0.3873	0.3828	22	2
240	0.3873	0.3828	148	0
241	0.3873	0.3828	191	4
242	0.3873	0.3828	206	0
243	0.3873	0.3828	168	2
244	0.3873	0.3828	76	1
245	0.3873	0.3828	88	5
246	0.3873	0.3836	119	2
247	0.3873	0.3836	97	2
248	0.3873	0.3836	141	4
249	0.3873	0.3828	225	3
250	0.3873	0.3836	60	2
251	0.3873	0.3848	42	3
252	0.3873	0.3848	123	0
253	0.3873	0.3848	70	5
254	0.3873	0.3848	177	1
255	0.3873	0.3848	16	0
256	0.3873	0.3813	155	5
257	0.3873	0.3814	76	3
258	0.3873	0.3773	157	2
259	0.3873	0.3814	240	5
260	0.3873	0.3431	9	2
261	0.3873	0.3814	199	2
262	0.3873	0.3725	33	5
263	0.3873	0.3734	54	4
264	0.3873	0.3814	208	2
265	0.3873	0.3814	69	2
266	0.3873	0.3814	183	2
267	0.3873	0.3825	64	1
