0,0,0,11,11,11
11,0,0,12,9,12
0,0,11,11,10,9
0,11,0,11,9,9
0,11,9,9,8,12
0,20,0,8,9,11
0,0,20,8,8,9
0,20,11,8,9,8
0,11,21,9,8,8
11,0,12,9,7,9
0,20,19,7,9,9
11,9,0,7,9,9
11,0,21,8,7,9
11,9,9,7,8,9
11,18,0,7,8,9
11,9,18,7,7,9
11,18,9,7,7,9
11,18,18,7,7,9
23,0,0,7,9,7
23,0,7,7,7,9
23,9,0,7,7,8
23,0,16,7,7,7
23,9,8,6,6,6
23,16,0,6,5,6
18,9,0,5,6,6
18,9,6,5,5,6
18,15,0,5,6,5
18,9,12,5,5,6
23,0,23,6,5,5
18,15,5,5,6,5
11,26,0,6,4,6
18,21,0,5,5,5
23,9,14,6,5,4
11,26,6,5,4,6
8,0,20,3,6,6
18,9,18,4,5,5
18,15,10,4,5,5
18,21,5,5,4,5
23,16,6,5,5,4
23,21,0,5,5,4
18,26,0,5,4,5
23,9,18,5,5,4
23,16,10,5,5,4
18,9,23,4,5,5
11,26,12,5,4,5
11,9,27,5,6,3
8,20,0,3,5,6
8,20,6,3,5,6
11,18,27,6,5,3
18,15,15,4,4,5
23,21,4,4,5,4
18,21,10,5,4,4
23,9,22,4,5,4
23,16,14,4,5,4
18,26,5,5,4,4
11,26,17,4,4,5
23,21,8,4,5,4
18,15,20,4,4,5
18,21,14,5,4,4
23,9,26,4,5,4
18,26,9,4,4,5
18,21,18,5,3,5
8,25,0,3,5,5
8,20,12,3,5,5
18,21,23,5,3,5
23,26,0,5,3,5
23,26,5,5,3,5
8,25,5,3,5,5
8,20,17,3,5,5
8,25,10,3,5,5
8,0,26,3,6,4
11,26,22,4,4,4
18,15,25,4,4,4
18,26,14,4,4,4
11,26,26,4,4,4
18,26,18,4,4,4
18,26,22,4,3,5
23,16,18,4,5,3
0,8,20,5,2,6
23,21,12,4,5,3
23,26,10,5,3,4
8,6,20,3,4,5
8,20,22,3,5,4
23,16,21,4,5,3
11,7,12,5,2,6
8,6,25,3,4,5
23,21,15,4,5,3
8,25,15,3,4,5
20,0,12,3,6,3
0,20,28,5,5,2
23,0,28,5,5,2
16,7,12,4,2,6
9,11,9,2,6,4
23,16,24,4,4,3
8,20,26,3,4,4
23,21,18,4,4,3
8,25,20,3,4,4
23,26,14,4,3,4
8,25,24,3,4,4
23,16,27,4,4,3
23,21,21,4,4,3
11,7,18,4,2,6
23,21,24,4,4,3
20,0,15,3,4,4
23,21,27,4,4,3
20,0,19,3,4,4
20,6,12,3,3,5
0,25,28,5,4,2
9,11,13,2,5,4
0,8,26,5,2,4
23,7,7,5,2,4
16,7,18,4,2,5
9,11,17,2,5,4
23,7,11,5,2,4
9,11,21,2,5,4
11,7,24,4,2,5
20,6,17,3,3,4
18,26,27,4,3,3
20,0,23,3,4,3
9,17,9,2,3,6
20,0,26,3,4,3
23,26,18,4,3,3
23,26,21,4,3,3
16,9,27,2,6,3
23,26,24,4,3,3
23,26,27,4,3,3
20,6,21,3,3,4
20,6,25,3,3,4
18,9,28,4,4,2
9,11,25,2,4,4
16,7,23,4,2,4
5,8,20,3,2,5
9,17,15,2,3,5
5,8,25,3,2,5
20,4,15,3,2,5
11,23,27,5,2,3
20,4,20,3,2,5
20,4,25,3,2,5
23,5,23,5,2,3
5,20,28,2,6,2
9,17,20,2,3,4
18,21,28,4,3,2
16,7,27,3,2,3
9,17,24,2,3,3
9,17,27,2,3,3
8,25,28,3,3,2
23,7,15,3,2,2
23,5,26,3,2,2
28,7,7,2,2,3
