0,0,0,354,386,372
354,0,0,390,276,358
354,276,0,379,375,248
0,0,372,323,365,280
0,386,0,306,365,295
354,276,248,263,368,339
354,651,0,367,318,266
354,651,266,334,286,276
0,0,652,305,283,304
0,386,295,294,306,288
0,386,583,286,289,285
354,0,358,322,268,262
0,751,0,306,239,306
354,276,587,260,285,296
354,0,620,268,268,302
354,651,542,307,254,265
744,0,0,251,306,261
744,0,261,232,290,293
744,306,0,238,274,286
744,0,554,218,275,304
744,580,0,236,289,263
0,751,306,277,236,257
744,306,286,234,239,290
0,751,563,251,222,279
354,651,807,300,235,217
744,306,576,226,223,303
744,580,263,211,283,222
0,751,842,154,182,178
0,386,868,179,182,153
744,0,858,167,180,159
744,580,485,166,167,163
744,580,648,151,159,183
744,869,0,184,142,165
744,580,831,150,155,182
744,869,165,174,127,176
354,276,883,179,161,133
744,306,879,168,168,133
744,869,341,174,125,163
744,869,504,166,119,158
154,751,842,96,182,171
617,276,248,115,148,175
617,424,248,91,175,183
744,747,485,158,114,160
617,276,423,114,140,173
744,747,645,139,109,178
179,386,868,105,170,148
744,869,662,151,102,165
354,437,883,173,121,121
0,568,868,163,100,152
354,0,922,154,184,85
744,180,858,166,84,165
744,747,823,122,100,183
617,276,596,108,129,154
617,276,750,93,127,161
0,283,652,163,81,143
163,283,652,140,75,177
617,424,431,86,113,182
744,869,827,148,96,124
0,0,956,152,166,68
0,692,295,167,59,168
533,276,883,81,161,126
179,556,868,92,119,148
0,283,795,142,79,142
508,0,922,92,166,102
676,0,358,56,175,157
152,0,956,141,183,55
354,561,587,144,61,161
912,306,879,55,176,139
617,424,613,74,97,181
163,283,829,100,71,172
533,437,883,72,101,141
617,276,911,83,122,99
617,424,794,65,96,155
354,184,922,131,73,96
498,561,587,111,76,107
498,561,694,88,62,161
676,0,515,56,87,176
622,0,620,54,157,101
0,283,937,140,79,69
508,166,922,89,101,84
0,166,956,141,82,63
152,183,956,129,96,54
622,0,721,53,134,75
744,869,951,116,79,56
676,175,358,52,83,116
0,692,463,151,57,57
167,692,295,119,59,59
0,692,520,150,52,53
167,692,354,66,56,99
617,424,949,60,94,54
233,692,354,52,54,103
354,561,748,75,56,65
