0,0,0,11,11,11
11,0,0,12,12,9
0,0,11,11,10,9
0,11,0,9,9,11
11,0,9,12,9,8
0,11,11,8,9,11
0,0,20,8,9,8
0,20,0,9,8,8
0,20,8,9,8,8
0,20,16,9,7,9
11,12,0,7,9,9
11,0,17,9,7,9
0,11,22,8,8,8
11,12,9,7,8,9
11,21,0,7,8,9
11,12,18,7,8,9
11,21,9,7,8,8
11,21,17,7,8,8
23,0,0,7,9,7
23,0,7,7,7,9
23,9,0,7,9,7
23,0,16,7,7,9
23,9,7,7,9,7
23,18,0,7,7,9
23,9,14,7,7,9
23,18,9,7,7,7
23,9,23,6,6,6
18,12,0,5,6,6
23,25,0,6,5,6
18,12,6,5,5,6
0,20,25,5,6,5
18,18,0,5,6,5
18,12,12,5,5,6
18,18,5,5,5,6
23,18,16,6,4,6
18,24,0,5,5,5
18,12,18,4,5,6
18,18,11,4,5,6
11,9,9,6,3,6
5,20,25,4,5,5
18,24,5,5,4,5
11,21,25,4,5,5
11,0,26,5,5,4
23,0,25,5,5,4
18,24,10,5,4,5
23,25,6,5,5,4
18,24,15,5,4,5
18,12,24,4,5,5
18,24,20,5,4,5
18,18,17,4,4,6
11,12,27,5,6,3
17,9,9,6,3,5
11,9,15,6,3,5
17,9,14,6,3,5
8,0,20,3,6,5
18,24,25,5,4,4
16,0,26,4,5,4
23,25,10,4,5,4
18,18,23,4,4,5
23,25,14,4,5,4
23,18,22,5,4,4
23,18,26,5,4,4
23,25,18,4,4,5
11,9,20,5,3,5
8,0,25,3,5,5
17,9,19,5,3,5
11,9,25,5,3,5
20,0,17,3,5,5
17,9,24,5,3,5
20,0,22,3,5,5
23,22,16,5,3,5
23,22,21,5,3,5
15,21,25,3,5,5
8,6,20,3,4,6
23,25,23,4,4,4
11,26,25,4,3,5
20,5,17,3,4,5
20,5,22,3,4,5
0,28,0,5,2,6
0,28,6,5,2,6
9,11,0,2,5,5
0,0,28,5,5,2
9,11,5,2,5,5
5,28,0,4,2,6
9,16,0,2,6,4
23,25,27,4,4,3
23,22,26,4,3,4
8,6,26,3,4,4
5,28,6,4,2,6
20,0,27,3,5,3
15,26,25,3,3,5
0,5,28,5,4,2
0,28,12,5,2,4
9,11,10,2,5,4
9,16,4,2,5,4
0,28,16,5,2,4
0,28,20,5,2,4
9,22,0,2,4,5
0,28,24,5,2,4
9,11,14,2,5,4
20,5,27,3,4,3
9,16,8,2,3,6
16,12,27,2,6,3
28,0,25,2,6,3
5,0,28,3,6,2
9,22,5,2,4,4
18,18,28,4,4,2
9,26,0,2,4,4
9,11,18,2,4,4
5,28,12,3,2,5
9,16,14,2,3,5
5,25,25,3,2,5
5,28,17,3,2,5
5,28,22,3,2,5
9,22,9,2,4,3
9,19,8,2,2,6
11,7,17,3,2,4
11,5,26,4,2,3
5,28,27,3,2,3
9,26,4,2,3,3
14,7,17,3,2,3
5,6,28,3,3,2
9,11,22,2,2,3
0,28,28,3,2,2
9,16,19,2,3,2
