0	0.7119	0.7119	121	1
1	0.7119	0.7119	51	2
2	0.7119	0.7119	223	0
3	0.7119	0.7119	112	0
4	0.7119	0.7119	53	0
5	0.7119	0.7119	57	3
6	0.7119	0.7116	182	4
7	0.7119	0.7119	30	4
8	0.7119	0.7119	61	1
9	0.7216	0.7216	4	2
10	0.7216	0.7216	102	0
11	0.7216	0.7216	138	0
12	0.7216	0.7216	166	1
13	0.7216	0.7216	132	4
14	0.7216	0.7199	56	3
15	0.7216	0.7216	243	3
16	0.7216	0.7216	226	0
17	0.7216	0.7216	77	3
18	0.7218	0.7218	228	1
19	0.7218	0.7218	83	4
20	0.7218	0.7202	167	5
21	0.7218	0.7218	83	4
22	0.7218	0.7218	152	1
23	0.7218	0.7218	125	4
24	0.7218	0.7218	120	0
25	0.7439	0.7439	18	5
26	0.7439	0.7439	237	3
27	0.7439	0.7439	60	1
28	0.7439	0.7439	165	0
29	0.7439	0.7439	187	4
30	0.7439	0.7418	147	3
31	0.7439	0.7439	224	4
32	0.7439	0.7433	45	3
33	0.7439	0.7439	181	3
34	0.7439	0.7439	124	3
35	0.7439	0.7436	205	5
36	0.7439	0.7439	211	1
37	0.7439	0.7439	166	2
38	0.744	0.744	207	5
39	0.744	0.744	126	2
40	0.744	0.7436	175	4
41	0.744	0.744	79	0
42	0.744	0.744	112	0
43	0.744	0.744	155	1
44	0.744	0.7434	226	5
45	0.744	0.744	222	4
46	0.744	0.744	133	3
47	0.744	0.744	34	0
48	0.744	0.743	13	3
49	0.744	0.744	130	5
50	0.744	0.744	145	5
51	0.744	0.744	74	5
52	0.744	0.744	81	0
53	0.7457	0.7457	9	3
54	0.7457	0.7457	234	4
55	0.7459	0.7459	123	4
56	0.7473	0.7473	145	2
57	0.7473	0.7473	246	5
58	0.7473	0.7473	83	4
59	0.7473	0.7473	58	0
60	0.7476	0.7476	10	2
61	0.7476	0.7476	169	3
62	0.7476	0.7476	168	0
63	0.7476	0.7468	106	1
64	0.7476	0.7476	38	3
65	0.7476	0.7476	101	1
66	0.7476	0.7476	82	3
67	0.7476	0.7476	194	4
68	0.7476	0.7476	108	2
69	0.7476	0.7476	186	2
70	0.7476	0.7476	12	5
71	0.7476	0.7476	89	0
72	0.7476	0.7476	123	0
73	0.7476	0.7476	59	0
74	0.7476	0.7476	164	1
75	0.7476	0.7476	172	1
76	0.7476	0.7476	102	2
77	0.7476	0.7476	226	0
78	0.7476	0.7476	60	4
79	0.7476	0.7476	59	1
80	0.7479	0.7479	172	5
81	0.7479	0.7479	126	1
82	0.7479	0.7479	93	1
83	0.7479	0.7479	121	0
84	0.7479	0.7479	153	1
85	0.7479	0.7479	105	5
86	0.7479	0.7254	18	5
87	0.7479	0.7479	10	0
88	0.7479	0.7458	17	3
89	0.7479	0.7294	3	3
90	0.7479	0.7479	190	1
91	0.7479	0.7479	134	5
92	0.7484	0.7484	238	1
93	0.7486	0.7486	192	5
94	0.7486	0.7474	163	3
95	0.7486	0.7486	135	3
96	0.7486	0.7486	40	2
97	0.7486	0.7486	161	1
98	0.7486	0.7486	114	0
