0,0,0,5,5,3
0,0,3,3,3,4
0,5,0,5,3,5
0,8,0,5,4,5
5,0,0,7,9,8
0,8,5,3,4,3
0,12,0,5,5,2
5,0,8,6,3,5
0,8,8,3,4,4
12,0,0,8,9,11
0,12,2,4,4,4
5,9,0,6,6,5
0,17,0,3,5,5
0,5,5,4,3,4
0,22,0,3,6,4
12,0,11,8,8,7
3,0,3,2,3,5
0,17,5,3,5,2
0,0,7,3,2,5
3,0,8,2,3,6
0,8,12,3,4,5
3,17,0,2,5,4
0,17,7,3,5,5
5,3,8,4,5,3
0,22,4,3,5,3
5,0,13,5,2,4
0,5,9,3,3,4
12,9,0,8,7,9
0,17,12,3,5,5
5,9,5,3,6,4
5,15,0,5,4,5
0,12,6,4,4,5
12,0,18,6,5,3
0,12,11,4,2,6
5,19,0,4,6,6
5,3,11,4,3,4
12,9,9,5,5,3
12,16,0,8,9,7
0,8,17,3,4,3
5,15,5,4,4,4
12,0,21,5,4,5
5,0,17,5,2,6
12,16,7,7,7,7
8,9,5,3,6,3
5,3,15,4,3,4
12,9,12,5,5,5
0,5,13,3,3,2
0,22,7,3,5,2
3,17,4,2,5,4
5,15,9,4,4,4
3,0,14,2,3,3
12,25,0,5,5,3
0,17,17,3,5,3
0,8,20,3,4,4
0,5,15,3,3,3
5,19,6,4,4,4
12,16,14,5,6,4
20,0,0,7,7,9
5,25,0,4,5,2
20,0,9,6,4,3
20,7,0,7,7,9
5,15,13,4,4,3
5,19,10,4,4,2
0,8,24,3,4,4
5,25,2,4,5,4
12,9,17,5,5,3
3,8,5,2,4,3
0,22,9,3,4,5
20,7,9,6,6,6
0,17,20,3,4,4
0,22,14,3,4,3
5,15,16,4,4,5
0,12,17,4,2,3
5,0,23,5,2,3
5,25,6,4,5,4
5,3,19,4,3,5
12,25,3,5,5,2
12,5,18,5,2,6
5,9,9,3,5,5
0,5,18,3,3,2
8,9,8,3,6,4
0,3,3,2,2,3
3,8,8,2,4,3
12,9,20,5,4,5
5,19,12,4,4,3
5,15,21,4,4,2
5,19,15,4,4,5
5,25,10,4,5,5
12,0,26,5,4,3
12,16,18,5,3,5
20,0,12,6,4,3
12,25,5,5,5,6
20,4,9,6,3,2
12,9,25,5,3,4
0,5,20,3,3,6
5,3,24,4,3,3
3,22,0,2,5,4
5,3,27,4,3,3
20,14,0,5,6,3
9,3,8,2,6,3
0,14,11,4,2,6
20,0,15,6,4,3
5,15,23,4,4,5
0,17,24,3,3,5
20,7,15,6,4,3
12,25,11,5,5,6
0,5,26,3,3,4
20,14,3,4,6,3
12,25,17,5,4,5
20,20,0,5,5,4
5,9,14,3,5,3
8,9,12,3,5,2
5,9,17,3,5,4
5,19,20,4,4,5
0,22,17,3,4,4
12,16,23,5,3,5
8,9,14,3,5,2
20,20,4,5,5,2
20,25,0,5,5,3
3,8,11,2,4,5
0,22,21,3,3,4
5,25,15,4,4,4
3,8,16,2,4,4
20,20,6,5,5,4
12,19,18,5,3,6
9,3,11,2,6,3
5,9,21,3,5,2
5,19,25,4,4,3
17,9,9,3,6,2
20,14,6,4,5,3
5,25,19,4,4,6
17,9,11,3,6,6
20,14,9,4,5,6
8,9,16,3,4,3
5,0,26,5,2,4
5,25,25,4,3,5
3,17,8,2,4,4
12,25,22,5,4,4
9,3,14,2,6,4
0,0,12,3,2,5
9,3,18,2,6,3
12,19,24,4,3,3
12,19,27,4,3,3
3,3,3,2,2,6
12,25,26,4,4,3
20,4,11,6,3,5
0,12,20,4,2,4
3,22,4,2,5,3
20,25,3,4,5,4
20,0,18,4,4,5
3,0,17,2,3,3
5,9,23,3,5,6
20,14,15,4,5,5
20,20,10,5,5,6
20,4,16,5,3,5
3,22,7,2,5,3
8,9,19,3,4,3
0,14,17,4,2,5
17,25,0,3,5,5
20,7,18,5,4,2
20,7,20,5,4,4
20,20,16,5,5,6
20,0,23,4,4,3
0,3,6,2,2,3
20,20,22,5,5,6
12,14,9,5,2,3
17,9,17,3,6,2
5,15,28,4,3,2
0,0,17,3,2,2
20,7,24,5,4,4
20,7,28,5,4,2
17,25,5,3,5,4
0,0,19,3,2,5
